dataset,variable,storage_type,stata_variable_label,definition,nonmissing_count,missing_count,unique_nonmissing,value_label_mappings_in_dataset,manuscript_definition,manuscript_source,documentation_status
spatial_distance_weights.dta,w130300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w130400,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w130500,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w130600,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w130700,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w130800,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w130900,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w131000,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w131100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w140100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w140200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w140300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w140400,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w140500,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w140600,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w140700,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w140800,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w140900,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w141000,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w141100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w150100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w150200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w150300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w150400,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w150500,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w150600,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w150700,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w150800,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w150900,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w210100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w210200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w210300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w210400,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w210500,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w210600,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w210700,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w210800,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w210900,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w211000,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w211100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w211200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w211300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w211400,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w220100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w220200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w220300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w220400,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w220500,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w220600,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w220700,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w220800,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w230100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w230200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w230300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,283,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w230400,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w230500,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w230600,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w230700,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w230800,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w230900,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w231000,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w231100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w231200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w310000,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w320100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w320200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w320300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w320400,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w320500,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w320600,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w320700,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w320800,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w320900,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w321000,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w321100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w321200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w321300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w330100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w330200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w330300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w330400,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w330500,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w330600,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w330700,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w330800,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w330900,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w331000,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w331100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w340100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w340200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w340300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w340400,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w340500,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w340600,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w340700,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w340800,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w341000,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w341100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w341200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w341300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w341500,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w341600,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w341700,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w341800,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w350100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w350200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w350300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w350400,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w350500,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w350600,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w350700,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w350800,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w350900,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w360100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w360200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w360300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w360400,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w360500,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w360600,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w360700,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w360800,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w360900,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w361000,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w361100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w370100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w370200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w370300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w370400,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w370500,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w370600,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w370700,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w370800,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w370900,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w371000,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w371100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w371300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w371400,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w371500,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w371600,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w371700,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w410100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w410200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w410300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w410400,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w410500,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w410600,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w410700,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w410800,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w410900,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w411000,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w411100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w411200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w411300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w411400,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w411500,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w411600,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w411700,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w420100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w420200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w420300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w420500,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w420600,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w420700,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w420800,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w420900,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w421000,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w421100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w421200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w421300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w430100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w430200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w430300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w430400,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w430500,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w430600,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w430700,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
